Transaction_id,DateTime,Campaign_name ,Subject_line ,Status,Source,HCP_ID
A264,24/08/25 4:32,ABC med awareness,Latest research on ABC,Delivered,internal,1023675216
A265,24/08/25 17:12,ABC med awareness,Latest research on ABC,Delivered,internal,1023768090
A265,24/08/25 14:18,ABC drug launch,Why choose ABC?,Delivered,internal,1023768090
A266,24/08/25 19:47,ABC drug launch,Why choose ABC?,Sent,internal,1023351624
A266,24/08/25 8:24,ABC drug launch,Why choose ABC?,Sent,internal,1023351624
A267,24/08/25 15:13,ABC drug launch,Why choose ABC?,Delivered,internal,1023021174
A267,24/08/25 14:03,ABC med awareness,Latest research on ABC,Delivered,internal,1023021174
A268,24/08/25 9:06,ABC drug launch,Why choose ABC?,Sent,internal,1023521880
A268,24/08/25 1:53,ABC drug launch,Why choose ABC?,Delivered,internal,1023521880
A269,24/08/25 14:02,ABC drug launch,Why choose ABC?,Sent,internal,1023430144
A269,24/08/25 23:48,ABC med awareness,Latest research on ABC,Sent,internal,1023430144
A270,24/08/25 15:09,ABC drug launch,Why choose ABC?,Sent,internal,1023085116
A270,24/08/25 20:49,ABC med awareness,Latest research on ABC,Delivered,internal,1023085116
A271,24/08/25 18:46,ABC med awareness,Latest research on ABC,Delivered,internal,1023327023
A271,24/08/25 22:40,ABC drug launch,Why choose ABC?,Sent,internal,1023327023
A272,24/08/25 20:16,ABC med awareness,Latest research on ABC,Sent,internal,1023800261
A272,24/08/25 12:35,ABC med awareness,Latest research on ABC,Delivered,internal,1023800261
A273,24/08/25 19:47,ABC drug launch,Why choose ABC?,Delivered,internal,1023049608
A273,24/08/25 23:41,ABC med awareness,Latest research on ABC,Delivered,internal,1023049608
A274,24/08/25 17:14,ABC drug launch,Why choose ABC?,Delivered,internal,1023467722
A274,24/08/25 23:22,ABC med awareness,Latest research on ABC,Delivered,internal,1023467722
A275,24/08/25 2:33,ABC drug launch,Why choose ABC?,Sent,internal,1023964438
A275,24/08/25 21:08,ABC drug launch,Why choose ABC?,Delivered,internal,1023964438
A276,24/08/25 17:27,ABC med awareness,Latest research on ABC,Delivered,internal,1023678449
A276,24/08/25 0:37,ABC drug launch,Why choose ABC?,Sent,internal,1023678449
A277,24/08/25 21:33,ABC med awareness,Latest research on ABC,Delivered,internal,1023204871
A277,24/08/25 1:00,ABC drug launch,Why choose ABC?,Sent,internal,1023204871
A278,24/08/25 8:35,ABC med awareness,Latest research on ABC,Sent,internal,1023257708
A278,24/08/25 13:06,ABC drug launch,Why choose ABC?,Delivered,internal,1023257708
A279,24/08/25 11:56,ABC drug launch,Why choose ABC?,Delivered,internal,1023018041
A279,24/08/25 10:31,ABC drug launch,Why choose ABC?,Sent,internal,1023018041
A280,24/08/25 8:09,ABC med awareness,Latest research on ABC,Delivered,internal,1023068628
A280,24/08/25 8:31,ABC drug launch,Why choose ABC?,Sent,internal,1023068628
A281,24/08/25 14:48,ABC drug launch,Why choose ABC?,Delivered,internal,1023089414
A281,24/08/25 9:25,ABC med awareness,Latest research on ABC,Delivered,internal,1023089414
A282,24/08/25 6:04,ABC drug launch,Why choose ABC?,Delivered,internal,1023667621
A282,24/08/25 2:30,ABC med awareness,Latest research on ABC,Sent,internal,1023667621
A283,24/08/25 2:53,ABC drug launch,Why choose ABC?,Sent,internal,1023254144
A283,24/08/25 6:10,ABC med awareness,Latest research on ABC,Delivered,internal,1023254144
A284,24/08/25 0:38,ABC med awareness,Latest research on ABC,Sent,internal,1023839567
A284,24/08/25 1:38,ABC drug launch,Why choose ABC?,Sent,internal,1023839567
A285,24/08/25 1:45,ABC drug launch,Why choose ABC?,Sent,internal,1023178665
A285,24/08/25 11:41,ABC drug launch,Why choose ABC?,Delivered,internal,1023178665
A286,24/08/25 14:47,ABC drug launch,Why choose ABC?,Delivered,internal,1023065147
A286,24/08/25 11:01,ABC med awareness,Latest research on ABC,Sent,internal,1023065147
A287,24/08/25 13:37,ABC med awareness,Latest research on ABC,Delivered,internal,1023514401
A287,24/08/25 19:53,ABC drug launch,Why choose ABC?,Delivered,internal,1023514401
A288,24/08/25 9:31,ABC drug launch,Why choose ABC?,Delivered,internal,1023346488
A288,24/08/25 22:04,ABC med awareness,Latest research on ABC,Sent,internal,1023346488
A289,24/08/25 16:25,ABC drug launch,Why choose ABC?,Sent,internal,1023123975
A289,24/08/25 14:54,ABC med awareness,Latest research on ABC,Delivered,internal,1023123975
A290,24/08/25 21:54,ABC med awareness,Latest research on ABC,Sent,internal,1023845948
A290,24/08/25 10:34,ABC drug launch,Why choose ABC?,Sent,internal,1023845948
A291,24/08/25 8:24,ABC med awareness,Latest research on ABC,Delivered,internal,1023246908
A291,24/08/25 21:54,ABC drug launch,Why choose ABC?,Delivered,internal,1023246908
A292,24/08/25 5:58,ABC med awareness,Latest research on ABC,Delivered,internal,1023607137
A292,24/08/25 3:03,ABC drug launch,Why choose ABC?,Sent,internal,1023607137
A293,24/08/25 14:24,ABC drug launch,Why choose ABC?,Sent,internal,1023497131
A293,24/08/25 20:06,ABC med awareness,Latest research on ABC,Delivered,internal,1023497131
A294,24/08/25 5:41,ABC drug launch,Why choose ABC?,Delivered,internal,1023527345
A294,24/08/25 22:12,ABC drug launch,Why choose ABC?,Sent,internal,1023527345
A295,24/08/25 9:20,ABC drug launch,Why choose ABC?,Sent,internal,1023369439
A295,24/08/25 15:40,ABC med awareness,Latest research on ABC,Delivered,internal,1023369439
A296,24/08/25 22:39,ABC drug launch,Why choose ABC?,Delivered,internal,1023970208
A296,24/08/25 12:58,ABC drug launch,Why choose ABC?,Delivered,internal,1023970208
A297,24/08/25 9:56,ABC med awareness,Latest research on ABC,Sent,internal,1023477574
A297,24/08/25 10:26,ABC med awareness,Latest research on ABC,Delivered,internal,1023477574
A298,24/08/25 21:20,ABC med awareness,Latest research on ABC,Sent,internal,1023402686
A298,24/08/25 9:15,ABC med awareness,Latest research on ABC,Delivered,internal,1023402686
A299,24/08/25 12:44,ABC drug launch,Why choose ABC?,Delivered,internal,1023823519
A299,24/08/25 5:13,ABC drug launch,Why choose ABC?,Delivered,internal,1023823519
A300,24/08/25 1:17,ABC med awareness,Latest research on ABC,Delivered,internal,1023912147
A300,24/08/25 19:32,ABC drug launch,Why choose ABC?,Delivered,internal,1023912147
